KodProduktu;Prognoza_M1;Prognoza_M2;Prognoza_M3
'4001.01;0;0;0
'4002;0;0;0
'4003;0;0;0
'4003.01;0;0;0
'4004;0;0;0
'4004.01;0;0;0
'4004.02;86,11;88,17;73,49
'4005;0;0;0
'4006;0;0;0
'4006.02;0;0;0
'4008;0;0;0
'4009;0;0;0
'4009.06;0;0;0
'4009.10;0;0;0
'4009.12;0;0;0
'4010;0;0;0
'4010-S;0;0;0
'4011;55,37;61,46;58,03
'4011.01;0;0;0
'4011.02;0;0;0
'4011.03;0,01;0;0,01
'4011.04;0;0;0
'4011.05;0;0;0
'4012;0;0;0
'4012.03;0;0;0
'4012.04;0;0;0
'4012.08;0;0;0
'4012.10;0;0;0
'4015;0;0;0
'4017;0;0;0
'4017.01;0;0;0
'4017.012;0;0;0
'4017.02;0;0;20,23
'4017.03;0;0;0
'4017.05;0;0;0
'4017.06;0;0;0
'4017.07;0;0;0
'4017.08;0;0;0
'4018;0;0;0
'4018.01;0;0;0
'4018.02;0;0;0
'4018.04;0;0;0
'4018.05;0;0;0
'4018.07;0;0;0
'4018.08;0;0;0
'4019.02;0;0;0
'4020;0;0;0
'4020.05;0;0;0
'4020.07;0;0;0
'4024;0;0;0
'4024.01;0;0;0
'4024.05;0;0;0
'4024.07;0;0;0
'4024.08;44,36;93,73;42,68
'4024.09;133,57;133,51;104,38
'4025;0;0;0
'4025.03;0;0;0
'4025.04;0;0;0
'4025.05;99,07;125,47;133,53
'4025.06;0;0;0
'4025.07;0;0,01;0,12
'4026;0;0;0
'4026.01;0;0;0
'4027;0;0,01;0,12
'4027.02;0;0;0
'4027.04;0;0;0
'4029;0;0;0
'4029.01;0;0;0
'4029.02;0;0;0
'4029.03;0;0;0
'4029.04;0;0;0
'4029.09;0;0;0
'4030.02;0;0;0
'4030.08;0;0;0
'4030.14;0;0;0
'4032;0;0;0
'4033;122,95;97,91;80,14
'4033.02;98,68;164,39;150,47
'4033.03;0;0,5;9,78
'4035;0;0;0
'4038;0;0;0
'4040;0;0;0
'4041;0;0;0
'4045;99,07;95,71;96,97
'4045.01;0;0;0
'4057;0;0;0
'4057.03;88,92;145,81;129,67
'4060;0;0;0,01
'4060.010;0;0;0
'4060.05;0;0;0
'4060.12;182,94;137,04;146,0
'4061;0;0;0
'4061.02;0;0;0
'4061.021;0;0;0
'4062;0;0;0
'4062.01;0;0;0
'4062.02;0;0;0
'4062.03;0;0;0
'4062.04;0;0;0
'4062.05;0;0;0
'4062.06;0;0,01;0,12
'4062.07;0;0;0
'4065;0;0;0
'4065.03;0;0;0
'4065.04;0;0;0
'4065.12;0;0;0
'4065.13;0;0;0
'4065.14;0;0;0
'4067;0;0;0
'4068;0;0;0
'4069;0;0;0
'4070;0,01;57,04;25,38
'4075;0;0;0
'4075.04;0;0;0
'4075.05;0;0;0
'4076;0;0;0
'4076.04;0;0;0
'4076.06;0;0;0
'4076.07;0;0;0
'4077;0;0;0
'4077.01;0;0;0
'4077.05;0;0;0
'4077.06;0,01;0;0,01
'4080;0;0;0
'4081.01;3954,34;1913,03;3774,03
'4081.03;0;0;0
'4081.05;0;0;0
'4084;0;0;0
'4093;0;0;0
'4093.05;0;0;0
'4093.06;0;0;0
'4104;0;0;0
'4108;0;0;0
'4108.01;0;0;0
'4112;0;0;0
'4112.02;0;0;0
'4112.04;0;0;0
'4113.01;0;0;0
'4113.02;0;0;0
'4120;0;0;0
'4121;0;0;0
'4127;0;0;0
'4127.02;16,26;18,26;31,03
'4135;0;0;0
'4135.03;0;0;0
'4135.04;0;0;0
'4136.01;0;0;0
'4155.02;0;0;0
'4156;0;0;0
'4166;237,2;0;336,26
'4166.01;4629,7;3168,85;2261,25
'4166.011;1678,59;776,99;818,4
'4166.021;421,31;219,51;400,08
'4166.031;2478,23;2140,78;2164,75
'4166.032;226,63;158,86;366,43
'4166.051;0;0;0
'4166.052;319,63;0;14,34
'4166.06;274,66;297,15;307,5
'4166.061;167,55;117,01;188,16
'4166.07;0;0;0
'4166.09;0;0;0
'4166.101;0;0;0
'4166.11;761,33;417,6;723,54
'4166.112;925,23;804,82;953,51
'4166.12;0;0;0
'4166.14;0;0;0
'4166.15;0;0;0
'4166.16;912,44;623,07;769,9
'4166.18;767,21;815,65;838,77
'4166.19;0;0;0
'4166.191;0;0;0
'4166.192;0;0;0
'4166.193;0;0;0
'4166.194;0;0;0
'4166.20;0;0;0
'4166.21;0;0;0
'4166.22;0;0;0
'4166.23;0;0;0
'4166.25;0,76;0,7;0,7
'4166.26;0;0;0
'4171;0;0;0
'4171.01;0;0;0
'4172;0;0;0
'4173.02;0;0;0
'4173.03;0;0;0
'4175;0;0;0
'4192;703,3;481,66;332,33
'4192.02;243,45;921,02;902,93
'4192.03;0;0;0
'4192.04;0;0;0
'4192.05;122,41;166,75;240,93
'4194;0;0;0
'4198;0;0;0
'4198.03;0;0;0
'4198.033;0;0;0
'4199;0;0;0
'4205;0,01;0,12;0,12
'4207;0;0;0
'4210;0;0;0
'4210.02;0;0;0
'4210.06;0;0;0
'4210.07;0;0;0
'4211.02;0;0;0
'4214;0;0;0
'4215;0;0;0
'4215.03;0;0;0
'4215.04;10,1;1,72;2,36
'4221.01;0;0;0
'4221.02;0;0;0
'4221.03;128,12;195,67;131,95
'4222.02;174,88;306,6;305,13
'4222.03;36,98;78,09;71,78
'4223.01;0;0;0
'4225.01;0;0;0
'4228;0;0;0
'4230;0;0;0
'4233;0;0;0
'4233.01;0;0;0
'4233.04;0,01;0,12;0,12
'4233.05;0;0;0
'4233.06;0;0;0
'4234;0;0;0
'4234.01;0,1;0,24;0
'4237;0;0;0
'4239.02;0;0;0,01
'4246;0;0;0
'4246.02;12,93;10,88;7,38
'4247.14;0;0;0
'4247.41;0,01;0,12;0,12
'4249;0;0;0
'4250;0;0;0
'4255;0;0;0
'4256.01;0;0;0
'4256.02;0;0;0
'4256.03;0;0;0
'4258;0;0;0
'4258.01;0;0;0
'4258.02;0;0;0
'4259.01;0;0;0
'4264;0;0;0
'4264.01;0;0;0
'4264.02;0;0;0
'4265;0;0;0
'4265.01;0;151,99;122,9
'4267;0;0;0
'4267.02;0;0;0
'4271;0;0;0
'4272;0;0;0
'4276;0;0;0
'4276.01;0;0;0
'4276.02;0;0;0
'4276.03;0;0;0
'4277;0;0;0
'4277.01;0;0;0
'4277.02;0;0;0
'4277.03;0;0;0
'4277.04;0;0;0
'4277.041;0;0;0
'4277.04-S;0;0;0
'4277.05;0;0;0
'4277.05-S;0;0;0
'4277.06;0;0;0
'4277.08;0;0;0
'4277.08-S;0;0;0
'4280.01;12,46;31,64;10,65
'4280.011;8,21;0;18,98
'4280.02;0;0;0
'4280.03;0;0;0
'4282;0;0;0
'4285;0;0;0
'4286;0;0;0
'4286.02;0;0;0
'4286.03;355,67;459,63;576,74
'4286.031;0;0;0
'4286.031-S;0;0;0
'4286.03-S;0;0;0
'4286.04;401,29;502,33;505,03
'4286.04-S;0;0;0
'4286.05;2,83;59,7;52,63
'4286.051;949,75;771,9;663,77
'4286.051-S;0;0;0
'4286.05-S;0;0;0
'4286.061;0;0;0
'4286.071;0;0;0
'4286.08;581,72;630,62;574,59
'4286.08-S;0;0;0
'4286.092;2,08;20,83;5,37
'4286.093;136,53;125,26;125,26
'4287.02;0;0;0
'4290;0;0;0
'4290.01;0;0;0
'4290.02;0;0;0
'4291.01;0,01;0;0
'4292.87;0;0;0
'4292.891;0;0;0
'4292.892;0;0;0
'4292.92;0;0;0
'4298;0;0;0
'4298.01;0;0;0
'4298.02;164,36;155,4;163,42
'4298.021;536,02;544,09;200,39
'4298.021-S;0;0;0
'4298.02-S;0;0;0
'4298.03;0;0;0
'4298.04;0;0;0
'4298.05;0;0;0
'4298.07;0;0,01;0,12
'4307;0;0;0
'4308;0;0;0
'4311;0;0;0
'4313;0;0;0
'4314;0;0;0
'4316.02;0;0;0
'4318;0;0;0
'4319;0;0;0
'4319.01;0;0;0
'4319.02;0;0;0
'4320;0;0;0
'4326.02;0;0;0
'4327;0;296,64;302,4
'4327.01;0;0;0
'4331;0;0;0
'4332;0;0;0
'4334.321;0;0;0
'4334.322;0;0;0
'4334.391;0;0;0
'4334.392;0;0;0
'4334.50;0;0;0
'4334.51;0;0;0
'4334.52 ----> KOD PROD 4361;0;0;0
'4334.53;0;0;0
'4334.54;0;0;0
'4334.55;0;0;0
'4334.56 ---> KOD PRODUKCYJNY 4075.04;0;0;0
'4334.57;0;0;0
'4334.67;0;0;0
'4335;0;0;0
'4336;0;0;0
'4336.01;0;0;0
'4338;0;0;0
'4338.01;0;0;0
'4338.02;1289,88;570,67;371,25
'4338.03;73,91;0;0
'4338.05;0;0;0
'4338.06;0;0;0
'4339;0;0;0
'4340;0;0;0
'4342;0;0;0
'4345;0;0;0
'4346;0;0;0
'4349;0;0;0
'4349.01;0;0;0
'4350;0;0;0
'4351;0;0;0
'4352;0;0;0
'4353;0,01;0;0
'4354;0;0;0
'4355;0;0;0
'4357;0;0;0
'4358;0;0;0
'4359;0;0;0
'4360;71,26;97,85;96,97
'4360.01;0;0;0
'4360.011;0;0;0
'4360.012;0;0;0
'4360.013;0;0;0
'4360.02;0;0;0
'4360.021;0;0;0
'4360.03;0,01;27,44;13,5
'4360.031;0;0;0
'4360.032;0;0;0
'4360.04;0;0;0
'4360.07;0;0;0
'4360.08;0;0;0
'4361;0;0;0
'4362;0;0;0
'4362.01;0;0;0
'4362.02;0;0;0
'4362.03;0;0;0
'4363;0;0;0
'4364.01;0;0;0
'4365;0;0;0
'4365.01;0;0;0
'4366.01;0;0;0
'4366.02;0;0;0
'4367.01;0;0;0
'4367.02;0;0;0
'4368.01;0;0;0
'4368.02;0;0;0
'4368.03;0;0;0
'4369;65,96;0;0,5
'4369.01;0;0;0,01
'4369.02;0;0,01;0,12
'4369.03;4,6;16,96;77,96
'4370;0;0;0
'4371;0;0;0
'4372;0;0;0
'4372.01;0;0;0
'4373;0;0;0
'4374;0;0;0
'4374.01;0;0;0
'4376;0;0;0
'4379;0;0;0
'4380;0;0;0
'4380.01;0;0;0
'4382.02;0;0;0
'4382.03;0;0;0
'4382.05;0;0;0
'4382.06;0;0;0
'4383;0;0;0
'4384;0;0;0
'4385.01;0;19,05;89,96
'4385.02;0;0;0
'4386;0;171,3;167,33
'4386.01;0;0;0
'4388;49,46;30,48;30,3
'4388.01;0;0;0
'4388.02;0;0;0
'4388.03;0;0;0
'4388.04;0;0;0
'4389;0;0;0
'4391;0;0;0
'4392.01;0;0;0
'4394;0;0;0
'4395;0;0;0
'4396;0;0;0
'4396.01;0;0;0
'4396.02;0;0;0
'4397;0;0;0
'4397.01;0;0;0
'4398;0;0;0
'4399;0;0;0
'4406;0;0,01;0,12
'4407;1,15;1,3;1,3
'4409;463,53;446,65;465,48
'4409.01;202,07;202,08;206,18
'5001.01;0;0;0
'5001.05;0;0;0
'5001.07;0;0;0
'5001.071;0;0;0
'5002.03;0;0;0
'5002.15;0;0;0
'5002.152;0,73;0,7;0,7
'5002.154;0;0;0
'5002.155;50,84;49,27;49,49
'5003;0;0;25,01
'5003.02;0;0;0
'5003.05;0;0;0
'5003.07;0;0;0
'5004;0;0;0
'5005;0;0;0
'5010;0;0;0
'5015;0;0;0
'5015.03;0;0;0
'5015.07;0;0;0
'5015.08;0;0;0
'5015.09;0;0;0
'5015.11;0;0;0
'5016;0;0;0
'5016.01;0;0;0
'5046;0;0;0
'5046.02;0;0;0
'5046.05;0;0;0
'5046.051;0;0;0
'5046.053;0;0;0
'5046.054;0;0;0
'5046.055;0;0;0
'5046.06;0;0;0
'5046.061;0;0;0
'5046.062;0;0;0
'5046.08;0;247,8;244,28
'5047;0;0;0
'5047.01;0;0;0
'5047.03;0;0;0
'5047.05;0;0;0
'5048;0;0;0
'5049;0;0;0
'5116.012;0;0;0
'5116.017;0;0;0
'5116.022;0;0;0
'5116.027;0;0;0
'5116.032;0;0;0
'5116.033;0;0;0
'5116.035;0;0;0
'5116.036;0;0;0
'5116.037;0;0;0
'5116.04;0;0;0
'5116.042;0;0;0
'5116.043;0;0;0
'5116.045;0;0;0
'5116.046;0;0;0
'5116.047;0;0;0
'5116.06;0;0;0
'5116.07;0;0;0
'5119.01;0;0;0
'5120;0;0;0
'5120.01;0;0;0
'5120.02;0;0;0
'5120.04;0;0;0
'5120.05;0;0;0
'5121;0;0;0
'5121.01;0;0;0
'5121.02;0;0;0
'5121.03;0;0;0
'5122;0;0;0
'5122.01;0,71;0,05;0,01
'5122.02;0;0;0
'5122.03;0;0;0
'5122.04;0;0;0
'5122.05;0;0;0
'5122.06;0;0;0
'5131;0;0;0
'5131.01;0;0;0
'5131.02;0;0;0
'5132;0;0;0
'5132.01;0;0;0
'5132.02;0;0;0
'5132.021;0;0;0
'5132.022;0;0;0
'5132.03;0;0;0
'5132.041;0;0;0
'5132.042;0;0;0
'5132.043;0;0;0
'5132.05;0;0;0
'5132.051;0;0;0
'5132.06;0;0;0
'5134;0;0;0
'5134.01;0;0;0
'5134.02;0;0;0
'5135;0;0;0
'5136;0;0;0
'5137;0;0;0
'5137.01;0;0;0
'5138;0;0;0
'5139;0;0;0
'5140;0,01;0,12;0
'5141;0,73;0,7;0,7
'5142;0,73;0,7;0,7
'5143;0,68;0,7;0,7
'5144;0,68;0,7;0,7
'5145;0,73;0,7;0,7
'5150;10,72;10,16;10,2
'5151;95,38;95,11;96,97
'5152;19,51;19,3;19,57
'5153;48,72;47,92;48,46
'5155;153,36;153,43;161,3
'5160;0,01;0,12;0,12
'5161;48,72;47,92;48,46
'5162;0,68;0,7;0,7
'5163;12,57;12,57;12,72
'5165;96,28;95,11;96,97
'7002;0;0;0
'7002.01;0,01;0,04;0,12
'7004;0;0;0
'7005;0;0;0
'7006;0;0;0
'7007;0;0;0
'7008;0;0;0
'7009;0;0;0
'7011;0;0;0
'7013;0;0;0
'7014;0,01;0,12;0,12
'7014.03;0;0;0
'7016;0;0;0
'7016.04;0;0;0
'7018;0;0;0
'7020;0;0;0
'7022;0;0;0
'7028;0;0;0
'7031;0;0;0
'7031.01;0;0;0
'7036;96,58;76,47;79,97
'7036.01;628,0;563,3;405,74
'7036.02;318,01;257,93;267,41
'7036.05;0;0;0
'7036.06;0;0;0
'7036.061;0;0;0
'7038.10;0;0;0
'7039.10;0;0;0
'7055;0;99,6;160,32
'7081.02;0;0;0
'7099;0;0;0
'7101;0;0;0
'7107;0;0;0
'7108.011;12,02;12,51;0
'7109;0;0;0
'7110;0;0;0
'7110.01;0;0;0
'7110.02;0;0;0
'7116;0;0;0
'7116.01;0;0;0
'7116.04;0;0;0
'7116.05;0;0;0
'7117;0;0;0
'7118;0;0;0
'7118.01;0;0;0
'7118.02;0;0;0
'7119.01;0;0;0
'7120.01;0;0;0
'7121;5,18;5,18;5,15
'7122;241,23;215,41;376,53
'7123;0;0;0
'7135;0;0;0
'7136;0;0;0
'7138;0;0;0
'7139;727,45;729,93;774,93
'7139.01;294,89;285,67;188,05
'7139.02;0;0;0
'7149.01;0;0;0
'7149.01P;0;0;0
'7150;0;0;0
'7151;74,33;73,04;79,32
'7158;0;0;0
'7163;0;0;0
'7172;0,01;0;0,01
'7172.01;0;0;0
'7172.02;0;0;0
'7172.08;0,01;0,12;0,12
'7177;0;0;0
'7196;0;0;0
'7196.01;0;0;0
'7213;0;0;0
'7214;0;0;0
'7223;0;0;0
'7226;0;0;0
'7226.01;0;0;0
'7231;0;0;0
'7238.01;0;0;0
'7244.01;0;0;0
'7249;0;0;0
'7253;1390,71;1513,47;1529,44
'7254;352,1;367,01;397,18
'7255;0;0;0
'7266.03;0;0;0
'7268;0;0;0
'7268.01;0;45,3;9,69
'7268.04;0;0;0
'7268.05;4,4;4,6;4,58
'7268.08;0;0;0
'7268.11;0;0;0
'7276;0,01;0,12;0,12
'7280;0;0;0
'7284.01;0;0;0
'7287;0;0;0
'7288;0;0;0
'7293.01;0;0;0
'7293.02;0;0;0
'7304;4237,28;2608,14;1795,19
'7311.01;0;0;0
'7312;0;0;0
'7317;8,62;71,94;36,8
'7318;0;0;0
'7318.05;0;0;0
'7320.01;0;0;0
'7320.02;0;0;0
'7320.04;0;0;0
'7320.041;0;0;0
'7322;0;0;0
'7325;0;0;0
'7335;0;0,01;0,12
'7336.016;0;0;0
'7336.018;0;0;0
'7336.025;0;0;0
'7336.027;0;0;0
'7340;226,97;206,31;201,46
'7345.01;0;0;0
'7392.01;0;0;0
'7430;0;0;0
'7430.01;0;0;0
'7430.02;0;0;0
'7431.02;0;0;0
'7434;0;0;0
'7441;0;0;0
'7442;0;0;0
'7442.03;0;0;0
'7442.04;0;0;0
'7442.05;0;0;0
'7442.06;0;0;0
'7443;0;0;0
'7443.031;246,89;306,06;293,83
'7443.032;0;0;0
'7448;0;0;0
'7448.03;0;0;0
'7449.01;0;0;0
'7449.02;0;0;0
'7449.03;0;0;0
'7449.05;0;0;0
'7449.06;0;0;0
'7449.09;0;0;0
'7449.10;0;0;0
'7452.01;0;0;0
'7452.02;0;0;0
'7453.01;0;0;0
'7453.02;0;0;0
'7453.03;0;0;0
'7453.04;0;0;0
'7454;0;0;0
'7454.01;0;0;0
'7454.011;0;0;0
'7455;0;0;0
'7455.01;0;0;0
'7455.021;0;0;0
'7455.061;0;0;0
'7455.07;0;0;0,01
'7455.08;0;0;0
'7456.01;0;0;0
'7457;0;0;0
'7457.07;0;0;0
'7457.071;0;0;0
'7457.10;0;0;0
'7463.01;0;0;0
'7465;0;0;0
'7467;0;0;0
'7467.09;0;0;0
'7468;10,1;10,16;10,2
'7473.03;0;0;0
'7473.04;60,09;48,78;55,24
'7473.06;136,3;133,74;73,78
'7473.12;0,21;0;0,01
'7473.13;0;0;0
'7473.14;0;0;0
'7473.15;0;0;0
'7473.16;0;0;0,01
'7476;0;0;0
'7496.04;0;0;0
'7502.01;0;0;0
'7503.01;0;0;0
'7508;0;0;0
'7508.01;253,62;177,74;85,23
'7514.01;0;0;0
'7514.02;0;0;0
'7514.021;0;0;0
'7514.03;0;0;0
'7514.04;0;0;0
'7514.052;0;0;0
'7514.13;0;0;0
'7514.182;0;0;0
'7514.192;0;0;0
'7514.384;0;0;0
'7514.3891;0;0;0
'7514.39;0;0;0
'7514.391;0;0;0
'7514.3910;0;0;0
'7514.3911;0;0;0
'7514.398;0;0;0
'7514.3991;0;0;0
'7514.55;0;0;0
'7514.56;0;0;0
'7514.63;0;0;0
'7514.64;0;0;0
'7514.65;0;0;0
'7514.66;0;0;0
'7514.67;0;0;0
'7519;0;0;0
'7521;461,22;567,14;298,08
'7524;0;0;0
'7526;249,96;344,17;357,55
'7526.01;0;0;0
'7526.03;0;0;0
'7526.06;0,01;0,09;0,12
'7526.07;0,01;0,12;0,12
'7526.09;0;0;0
'7526.11;0,01;0,12;0,41
'7526.12;0;0;0
'7526.15;0;0;0
'7526.16;150,06;271,4;530,49
'7526.17;0;0;0
'7526.18;0;0;0
'7527.02;0,01;0,01;0,12
'7527.07;0,01;0,12;0,12
'7533.02;0;0;0
'7537.01;0;0;0
'7537.02;0;0;0
'7539;0;0;0
'7542.05;0;0;0
'7553;0;0;0
'7601.04;0;0;0
'7607;0;0;0
'7609;0;0;0
'7611;0;0;0
'7618;0;0;0
'7621;34,19;48,02;53,92
'7621.01;0;0;0
'7622.01;0;0;0
'7624;0;0;0
'7624.01;0;0;0
'7624.02;0;0;0
'7624.03;0;0;0
'7624.04;0;0;0
'7624.041;0;0;0
'7624.042;0;0;0
'7625;0;0;0
'7625.01;0;0;0
'7630;0;0;0
'7630.01;0;0;0
'7633;0;0;0
'7634.022;0;0;0
'7634.03;0;0;0
'7655;0;0;0
'7661;0;0;0
'7661.01;0;0;0
'7664;0;0;0
'7664.01;0;0;0
'7664.04;0;0;0
'7666.03;0;0;0
'7666.033;419,08;455,51;460,31
'7666.034;0;0;0
'7666.06;30,02;30,85;0
'7667;0;0;0
'7668;0;0;0
'7676.01;0;0;0
'7678;0;0;0
'7682;0;0;0
'7682.01;0;0;0
'7682.04;0;0;0
'7682.07;0;0;0
'7682.08;0;0;0
'7682.09;0;0;0
'7682.10;0;0;0
'7682.11;0;0;0
'7682.12;0;0;0
'7682.13;0;0;0
'7682.14;0;0;0
'7682.16;0;0;0
'7685.01;0;0;0
'7689;0;0;0
'7693;0;0;0
'7693.01;0;0;0
'7693.02;0;0;0
'7693.03;0;0;0
'7693.05;0;0;0
'7693.06;0;0;0
'7693.07;0;0;0
'7693.08;0;0;0
'7693.09;0;0;0
'7693.10;0;0;0
'7693.11;0;0;0
'7696;0;0;0
'7696.02;0;0;0
'7696.03;0;0;0
'7696.04;0;0;0
'7696.07;0;0;0
'7696.09;0;0;0
'7696.10;0;0;0
'7696.11;0;0;0
'7698;0;0;0
'7698.02;0;0;0
'7698.04;0;0;0
'7698.05;0;0;0
'7698.06;0;0;0
'7698.07;0;0;0
'7698.08;0;0;0
'7698.09;0;0;0
'7698.10;0;0;0
'7698.12;0;0;0
'7698.13;0;0;0
'7700.00;0;0;0
'7700.02;0;0;0
'7700.021;0;0;0
'7700.023;0;0;0
'7700.024;0;0;0
'7700.025;0;0;0
'7700.026;0;0;0
'7700.029;0;0;0
'7700.0290;0;0;0
'7700.0291;0;0;0
'7701.01;0;0;0
'7701.02;0;0;0
'7701.03;0;0;0
'7701.04;0;0;0
'7701.05;0;0;0
'7701.06;0;0;0
'7701.07;0;0;0
'7701.09;0;0;0
'7701.11;0;0;0
'7701.12;0;0;0
'7701.13;0;0;0
'7702.01;0;0;0
'7702.04;0;0;0
'7702.05;0;0;0
'7702.06;0;0;0
'7702.07;0;0;0
'7702.08;0;0;0
'7702.09;0;0;0
'7708;0;0;0
'7709;0;0;0
'7712;0;0;0
'7712.01;0;0;0
'7713;0;0;0
'7713.02;0;0;0
'7714.02;0;0;0
'7715.021;0;0;0
'7716.01;0;0;0
'7723.01;0;0;0
'7725;0;0;0
'7725.03;0;0;0
'7725.05;0;0;0
'7725.07;0;0;0
'7725.08;0;0;0
'7725.10;0;0;0
'7725.11;0;0;0
'7726;0;0;0
'7726.03;0;0;0
'7726.07;0;0;0
'7726.08;0;0;0
'7726.09;0;0;0
'7726.10;0;0;0
'7726.11;0;0;0
'7737;0;0;0
'7737.01;0;0;0
'7746;0;0;0
'7764;0;0;0
'7764.01;0;0;0
'7764.02;0;0;0
'7764.03;0;0;0
'7764.05;0;0;0
'7764.06;0;0;0
'7764.07;0;0;0
'7764.08;0;0;0
'7764.081;0;0;0
'7764.082;0;0;0
'7764.083;0;0;0
'7764.084;0;0;0
'7764.085;0;0;0
'7764.086;0;0;0
'7765.01;0;0;0
'7766;0;0;0
'7766.01;0;0;0
'7766.02;0;0;0
'7771.01;0;0;0
'7773;0;0;0
'7773.01;0;0;0
'7773.02;0;0;0
'7773.03;0;0;0
'7779.02;0;0;0
'7779.03;0;0;0
'7779.05;0;0;0
'7779.06;0;0;0
'7779.07;0;0;0
'7784.01;0;0;0
'7787;0;0;0
'7787.03;0;0;0
'7787.04;0;0;0
'7787.07;0;0;0
'7789;0;0;0
'7789.01;0;0;0
'7790;0;0;0
'7791;0;0;0
'7791.01;0;0;0
'7791.02;0;0;0
'7791.021;0;0;0
'7791.03;0;0;0
'7791.04;0;0;0
'7791.041;0;0;0
'7791.042;0;0;0
'7793.03;0;0;0
'7794.01;0;0;0
'7794.02;0;0;0
'7804;0;0;0
'7811;0;0;0
'7811.01;0;0;0
'7811.011;0;0;0
'7811.02;3,87;7,57;8,15
'7811.021;0;0;0
'7811.022;17,26;24,87;24,23
'7813;0;0;0
'7815;0;0;0
'7816;0;0;0
'7818;0;0;0
'7821;0;0;0
'7822;0;0;0
'7822.01;0;0;0
'7829.03;0;0;0
'7829.031;0;0;0
'7829.04;0;0;0
'7829.041;0;0;0
'7829.042;0;0;0
'7829.09;0;0;0
'7829.091;0;0;0
'7829.10;0;0;0
'7829.11;0;0;0
'7829.12;0;0;0
'7829.121;0;0;0
'7829.122;0;0;0
'7829.13;0;0;0
'7829.14;0;0;0
'7829.15;0;0;0
'7829.151;0;0;0
'7829.16;0;0;0
'7829.18;0;0,01;0
'7829.181;0;0;0
'7829.19;0;0;0
'7829.20;0;0;0
'7829.21;0;0;0
'7829.22;0;0;0
'7829.23;0;0;0
'7829.24;0;0,01;0,12
'7829.25;0;0;0
'7832;0;0;0
'7832.01;0;0;0
'7832.02;0;0;0
'7832.03;0;0;0
'7832.031;0;0;0
'7832.032;0;0;0
'7832.04;0;0;0
'7832.041;0;0;0
'7832.05;0;0;0
'7832.08;0;0;0
'7832.09;0;0;0
'7834;0;0;0
'7834.01;0;0;0
'7835;0;0;0
'7835.01;0;0;0
'7835.02;0;0;0
'7835.03;0;0;0
'7835.04;0;0;0
'7835.05;0;0;0
'7837;0;0;0
'7838;0;0;0
'7840;0;0;0
'7842.044;0;0;0
'7842.045;0;0;0
'7848;0;0;0
'7860;0;0;0
'7860.011;0;0;0
'7860.02;0;0;0
'7860.03;0;0;0
'7860.033;0;0;0
'7860.04;0;0;0
'7860.041;0;0;0
'7860.05;0;0;0
'7860.06;0;0;0
'7860.061;0;0;0
'7860.07;0;0;0
'7860.071;0;0;0
'7860.08;0;0;0
'7860.09;0;0;0
'7861;0;0;0
'7861.01;0;0;0
'7861.011;0;0;0
'7861.02;0;0;0
'7864.01;0;0;0
'7864.02;0;0;0
'7864.03;0;0;0
'7865;0;0;0
'7865.01;0;0;0
'7867;0;0;0
'7869.01;0;0;0
'7870.02;0,01;0,12;0,12
'7880.03;0;0;0
'7880.10;0;0;0
'7880.12;0;0;0
'7880.13;0;0;0
'7886;0;0;0
'7886.01;0;0;0
'7886.03;0;0;0
'7886.04;0;0;0
'7887;0;0;0
'7890;5,18;5,18;5,15
'7890.01;2,57;2,81;2,81
'7890.02;0;0;0
'7890.03;15,01;15,09;13,14
'7890.04;10,16;10,16;9,36
'7890.05;0;0;0
'7890.06;0;0;0
'7890.07;0;0;0
'7890.08;0;0;0
'7890.09;0;0;0
'7890.10;0;0;0
'7890.11;0;0;0
'7890.12;0;0;0
'7903;0;0;0
'7903.02;0;0;0
'7903.08;0;0;0
'7904;0;0;0
'7906.01;0;0;0
'7915;0;0;0
'7918;0;0;0
'7923.03;21,29;13,54;41,01
'7931.01;0;0;0
'7933;0;0;0
'7933.01;0;0;0
'7934;7,04;4,95;5,69
'7941;0;0;0
'7946.01;0;0;0
'7946.02;0;0;0
'7946.03;0;0;0
'7948.08;0;0;0
'7951;0;0;0
'7951.012;0;0;0
'7951.02;0;0;0
'7951.021;0;0;0
'7951.022;0;0;0
'7951.05;0;0;0
'7951.061;0;0;0
'7951.062;0;0;0
'7951.063;0;0;0
'7951.064;0;0;0
'7951.07;0;0;0
'7951.071;0;0;0
'7951.072;0;0;0
'7951.08;0;0;0
'7951.081;0;0;0
'7951.082;0;0;0
'7951.09;0;0;0
'7951.092;0;0;0
'7951.10;0;0;0
'7951.11;0;0;0
'7951.12;0;0;0
'7958.04;0;0;0
'7961.01;0;0;0
'7961.03;0;0;0
'7961.04;0;0;0
'7961.05;0;0;0
'7963;0;0;0
'7963.01;0;0;0
'7963.02;0;0;0
'7964;0;0;0
'7964.01;0;0;0
'7964.02;0;0;0
'7966.01;0;0;0
'7966.02;0;0;0
'7966.04;0;0;0
'7972;0;0;0
'7972.01;0;0;0
'7972.011;0;0;0
'7972.02;0;0;0
'7972.021;0;0;0
'7972.022;0;0;0
'7972.03;0;0;0
'7972.031;0;0;0
'7972.032;0;0;0
'7974;0;0;0
'7975.01;0;0;0
'7976;0;0;0
'7979;0;0;0
'7979.01;0;0;0
'7994;0;0;0
'7994.01;0;0;0
'7994.02;0;0;0
'7994.03;0;0;0
'7994.07;0;0;0
'7994.08;0;0;0
'7994.09;0;0;0
